ID1_G,ID2_G,ID_T_G,ID_R_G,DATE_G,DATE_PARSED_GAME,DATE_NUMBER_GAME
12214,29273,13434,4,2016-08-02 00:00:00,208--6--20,6082
26906,23337,13434,4,2016-08-02 00:00:00,208--6--20,6082
3651,31218,13434,4,2016-08-02 00:00:00,208--6--20,6082
34337,34922,13434,4,2016-08-02 00:00:00,208--6--20,6082
21822,29117,13434,4,2016-08-02 00:00:00,208--6--20,6082
17123,23595,13297,4,2016-08-02 00:00:00,208--6--20,6082
7772,18016,13297,4,2016-08-02 00:00:00,208--6--20,6082
23129,14465,13298,4,2016-08-02 00:00:00,208--6--20,6082
47827,25006,13298,4,2016-08-02 00:00:00,208--6--20,6082
54608,54811,13298,4,2016-08-02 00:00:00,208--6--20,6082
520,11701,13298,4,2016-08-02 00:00:00,208--6--20,6082
619,935,13299,4,2016-08-02 00:00:00,208--6--20,6082
38160,36151,13299,4,2016-08-02 00:00:00,208--6--20,6082
35225,40809,13423,4,2016-08-02 00:00:00,208--6--20,6082
30849,14856,13423,4,2016-08-02 00:00:00,208--6--20,6082
30375,30743,13427,4,2016-08-02 00:00:00,208--6--20,6082
3754,13209,13429,4,2016-08-02 00:00:00,208--6--20,6082
24001,12490,13429,4,2016-08-02 00:00:00,208--6--20,6082
48442,23090,13429,4,2016-08-02 00:00:00,208--6--20,6082
19946,54815,13433,4,2016-08-02 00:00:00,208--6--20,6082
24706,19948,13433,4,2016-08-02 00:00:00,208--6--20,6082
29816,14534,13433,4,2016-08-02 00:00:00,208--6--20,6082
43594,30099,13433,4,2016-08-02 00:00:00,208--6--20,6082
30108,34548,13433,4,2016-08-02 00:00:00,208--6--20,6082
29888,30562,13433,4,2016-08-02 00:00:00,208--6--20,6082
28869,7286,13433,4,2016-08-02 00:00:00,208--6--20,6082
5993,24294,13434,4,2016-08-02 00:00:00,208--6--20,6082
28988,23082,13435,4,2016-08-02 00:00:00,208--6--20,6082
18579,34103,13435,4,2016-08-02 00:00:00,208--6--20,6082
11489,1113,13297,4,2016-08-02 00:00:00,208--6--20,6082
17005,3639,13297,4,2016-08-02 00:00:00,208--6--20,6082
6820,20651,13297,4,2016-08-02 00:00:00,208--6--20,6082
6100,25171,13297,4,2016-08-02 00:00:00,208--6--20,6082
54199,54804,13298,4,2016-08-02 00:00:00,208--6--20,6082
10011,12594,13299,4,2016-08-02 00:00:00,208--6--20,6082
31562,7826,13423,4,2016-08-02 00:00:00,208--6--20,6082
29176,18484,13424,4,2016-08-02 00:00:00,208--6--20,6082
26965,12048,13424,4,2016-08-02 00:00:00,208--6--20,6082
11388,27496,13424,4,2016-08-02 00:00:00,208--6--20,6082
30742,26761,13427,4,2016-08-02 00:00:00,208--6--20,6082
18341,26421,13429,4,2016-08-02 00:00:00,208--6--20,6082
25344,13398,13429,4,2016-08-02 00:00:00,208--6--20,6082
28108,7146,13431,4,2016-08-02 00:00:00,208--6--20,6082
24763,29371,13431,4,2016-08-02 00:00:00,208--6--20,6082
20849,14885,13431,4,2016-08-02 00:00:00,208--6--20,6082
23997,28586,13431,4,2016-08-02 00:00:00,208--6--20,6082
22851,33738,13431,4,2016-08-02 00:00:00,208--6--20,6082
30626,25355,13431,4,2016-08-02 00:00:00,208--6--20,6082
30629,6589,13431,4,2016-08-02 00:00:00,208--6--20,6082
21550,22649,13431,4,2016-08-02 00:00:00,208--6--20,6082
54814,30605,13431,4,2016-08-02 00:00:00,208--6--20,6082
28684,25402,13431,4,2016-08-02 00:00:00,208--6--20,6082
14739,22058,13431,4,2016-08-02 00:00:00,208--6--20,6082
30397,38132,13431,4,2016-08-02 00:00:00,208--6--20,6082
42159,18483,13432,4,2016-08-02 00:00:00,208--6--20,6082
25934,36744,13432,4,2016-08-02 00:00:00,208--6--20,6082
17356,32857,13432,4,2016-08-02 00:00:00,208--6--20,6082
18474,9898,13432,4,2016-08-02 00:00:00,208--6--20,6082
22704,13008,13432,4,2016-08-02 00:00:00,208--6--20,6082
18665,37017,13432,4,2016-08-02 00:00:00,208--6--20,6082
37077,25863,13432,4,2016-08-02 00:00:00,208--6--20,6082
2247,26238,13432,4,2016-08-02 00:00:00,208--6--20,6082
12936,23336,13432,4,2016-08-02 00:00:00,208--6--20,6082
29814,36045,13432,4,2016-08-02 00:00:00,208--6--20,6082
25927,21257,13432,4,2016-08-02 00:00:00,208--6--20,6082
36743,13950,13432,4,2016-08-02 00:00:00,208--6--20,6082
32856,30972,13432,4,2016-08-02 00:00:00,208--6--20,6082
18260,24248,13432,4,2016-08-02 00:00:00,208--6--20,6082
36883,41961,13432,4,2016-08-02 00:00:00,208--6--20,6082
28885,15075,13432,4,2016-08-02 00:00:00,208--6--20,6082
36376,9516,13436,4,2016-08-02 00:00:00,208--6--20,6082
29773,26869,13436,4,2016-08-02 00:00:00,208--6--20,6082
29579,43211,13436,4,2016-08-02 00:00:00,208--6--20,6082
961,6458,12831,4,2016-08-02 00:00:00,208--6--20,6082
24225,9305,12831,4,2016-08-02 00:00:00,208--6--20,6082
11521,10971,13297,4,2016-08-02 00:00:00,208--6--20,6082
8396,20654,13297,4,2016-08-02 00:00:00,208--6--20,6082
17675,6850,13297,4,2016-08-02 00:00:00,208--6--20,6082
891,16996,13297,4,2016-08-02 00:00:00,208--6--20,6082
18485,6080,12831,4,2016-08-02 00:00:00,208--6--20,6082
9842,650,12831,4,2016-08-02 00:00:00,208--6--20,6082
7889,29939,13297,4,2016-08-02 00:00:00,208--6--20,6082
7803,10590,13297,4,2016-08-02 00:00:00,208--6--20,6082
1266,3996,12831,4,2016-08-02 00:00:00,208--6--20,6082
12190,672,12831,4,2016-08-02 00:00:00,208--6--20,6082
27038,30740,13297,4,2016-08-02 00:00:00,208--6--20,6082
33502,16994,13297,4,2016-08-02 00:00:00,208--6--20,6082
18281,29932,12831,4,2016-08-02 00:00:00,208--6--20,6082
54786,54827,12831,4,2016-08-02 00:00:00,208--6--20,6082
10593,26228,13424,4,2016-08-02 00:00:00,208--6--20,6082
14898,10292,13424,4,2016-08-02 00:00:00,208--6--20,6082
26514,23335,13426,4,2016-08-02 00:00:00,208--6--20,6082
29040,35182,13426,4,2016-08-02 00:00:00,208--6--20,6082
29367,48844,13426,4,2016-08-02 00:00:00,208--6--20,6082
25848,11378,13426,4,2016-08-02 00:00:00,208--6--20,6082
23748,27357,13429,4,2016-08-02 00:00:00,208--6--20,6082
54368,36470,13429,4,2016-08-02 00:00:00,208--6--20,6082
22323,24645,13429,4,2016-08-02 00:00:00,208--6--20,6082
22906,49052,13429,4,2016-08-02 00:00:00,208--6--20,6082
44990,21524,13429,4,2016-08-02 00:00:00,208--6--20,6082
37976,26949,13429,4,2016-08-02 00:00:00,208--6--20,6082
30868,8946,13429,4,2016-08-02 00:00:00,208--6--20,6082
11310,14304,13429,4,2016-08-02 00:00:00,208--6--20,6082
14130,20819,13429,4,2016-08-02 00:00:00,208--6--20,6082
28107,9907,13429,4,2016-08-02 00:00:00,208--6--20,6082
26236,40059,13429,4,2016-08-02 00:00:00,208--6--20,6082
31578,17365,13436,4,2016-08-02 00:00:00,208--6--20,6082
4019,27114,13437,4,2016-08-02 00:00:00,208--6--20,6082
24843,29149,13437,4,2016-08-02 00:00:00,208--6--20,6082
9493,25703,13437,4,2016-08-02 00:00:00,208--6--20,6082
29257,13069,13437,4,2016-08-02 00:00:00,208--6--20,6082
8308,12588,13437,4,2016-08-02 00:00:00,208--6--20,6082
54794,54795,13296,4,2016-08-03 00:00:00,208--6--20,6083
14606,12767,13296,5,2016-08-03 00:00:00,208--6--20,6083
11742,4025,13296,5,2016-08-03 00:00:00,208--6--20,6083
12921,9649,13296,5,2016-08-03 00:00:00,208--6--20,6083
7462,19584,13296,5,2016-08-03 00:00:00,208--6--20,6083
35979,27783,13437,4,2016-08-03 00:00:00,208--6--20,6083
28742,29943,13437,4,2016-08-03 00:00:00,208--6--20,6083
54793,30750,13296,4,2016-08-03 00:00:00,208--6--20,6083
30589,24310,13296,9,2016-08-03 00:00:00,208--6--20,6083
15709,54409,13296,9,2016-08-03 00:00:00,208--6--20,6083
7555,18648,13298,5,2016-08-03 00:00:00,208--6--20,6083
18495,12871,13298,5,2016-08-03 00:00:00,208--6--20,6083
25533,1747,13299,4,2016-08-03 00:00:00,208--6--20,6083
2034,19946,13433,5,2016-08-03 00:00:00,208--6--20,6083
12055,24706,13433,5,2016-08-03 00:00:00,208--6--20,6083
25160,18457,13433,5,2016-08-03 00:00:00,208--6--20,6083
26711,9041,13433,5,2016-08-03 00:00:00,208--6--20,6083
30099,29816,13433,5,2016-08-03 00:00:00,208--6--20,6083
13637,22435,13433,5,2016-08-03 00:00:00,208--6--20,6083
34548,29888,13433,5,2016-08-03 00:00:00,208--6--20,6083
7286,53759,13433,5,2016-08-03 00:00:00,208--6--20,6083
9543,2139,13436,4,2016-08-03 00:00:00,208--6--20,6083
39309,22430,13436,4,2016-08-03 00:00:00,208--6--20,6083
18477,31568,13436,4,2016-08-03 00:00:00,208--6--20,6083
26103,18136,13437,4,2016-08-03 00:00:00,208--6--20,6083
18089,14892,13437,4,2016-08-03 00:00:00,208--6--20,6083
19790,3747,13437,4,2016-08-03 00:00:00,208--6--20,6083
26730,54792,13296,9,2016-08-03 00:00:00,208--6--20,6083
36399,54803,13298,4,2016-08-03 00:00:00,208--6--20,6083
54810,25006,13298,9,2016-08-03 00:00:00,208--6--20,6083
31392,12534,13299,4,2016-08-03 00:00:00,208--6--20,6083
12498,22189,13299,4,2016-08-03 00:00:00,208--6--20,6083
6431,21506,13299,4,2016-08-03 00:00:00,208--6--20,6083
7818,7757,13299,4,2016-08-03 00:00:00,208--6--20,6083
12454,1742,13427,5,2016-08-03 00:00:00,208--6--20,6083
12759,23753,13427,5,2016-08-03 00:00:00,208--6--20,6083
37105,23260,13427,5,2016-08-03 00:00:00,208--6--20,6083
21330,22069,13427,5,2016-08-03 00:00:00,208--6--20,6083
32669,33648,13427,5,2016-08-03 00:00:00,208--6--20,6083
25409,31458,13428,4,2016-08-03 00:00:00,208--6--20,6083
26992,14410,13428,4,2016-08-03 00:00:00,208--6--20,6083
20983,17250,13428,4,2016-08-03 00:00:00,208--6--20,6083
12367,18440,13428,4,2016-08-03 00:00:00,208--6--20,6083
6928,45049,13428,4,2016-08-03 00:00:00,208--6--20,6083
35143,51700,13428,4,2016-08-03 00:00:00,208--6--20,6083
29380,14427,13428,4,2016-08-03 00:00:00,208--6--20,6083
35667,28887,13428,4,2016-08-03 00:00:00,208--6--20,6083
36470,23748,13429,5,2016-08-03 00:00:00,208--6--20,6083
26002,12525,13430,5,2016-08-03 00:00:00,208--6--20,6083
14477,37309,13430,5,2016-08-03 00:00:00,208--6--20,6083
29889,34560,13430,5,2016-08-03 00:00:00,208--6--20,6083
9634,35087,13430,5,2016-08-03 00:00:00,208--6--20,6083
33674,17358,13430,5,2016-08-03 00:00:00,208--6--20,6083
23590,33860,13430,5,2016-08-03 00:00:00,208--6--20,6083
31111,10999,13430,5,2016-08-03 00:00:00,208--6--20,6083
18338,21826,13430,5,2016-08-03 00:00:00,208--6--20,6083
54824,10507,13435,4,2016-08-03 00:00:00,208--6--20,6083
29667,11884,13435,4,2016-08-03 00:00:00,208--6--20,6083
17737,8590,13435,4,2016-08-03 00:00:00,208--6--20,6083
12622,36822,13435,4,2016-08-03 00:00:00,208--6--20,6083
29715,26826,13435,4,2016-08-03 00:00:00,208--6--20,6083
29894,29716,13435,4,2016-08-03 00:00:00,208--6--20,6083
14861,30795,13437,4,2016-08-03 00:00:00,208--6--20,6083
5961,11224,13298,5,2016-08-03 00:00:00,208--6--20,6083
54608,39340,13298,9,2016-08-03 00:00:00,208--6--20,6083
39067,38797,13299,4,2016-08-03 00:00:00,208--6--20,6083
18122,29372,13299,4,2016-08-03 00:00:00,208--6--20,6083
25543,11981,13299,5,2016-08-03 00:00:00,208--6--20,6083
24849,30925,13425,4,2016-08-03 00:00:00,208--6--20,6083
32585,18155,13425,4,2016-08-03 00:00:00,208--6--20,6083
29462,24249,13425,4,2016-08-03 00:00:00,208--6--20,6083
23750,24745,13425,4,2016-08-03 00:00:00,208--6--20,6083
29293,34375,13425,4,2016-08-03 00:00:00,208--6--20,6083
24534,38911,13425,4,2016-08-03 00:00:00,208--6--20,6083
14536,44556,13425,4,2016-08-03 00:00:00,208--6--20,6083
32383,30375,13427,5,2016-08-03 00:00:00,208--6--20,6083
21883,30104,13428,4,2016-08-03 00:00:00,208--6--20,6083
29458,28925,13428,4,2016-08-03 00:00:00,208--6--20,6083
29661,43280,13428,4,2016-08-03 00:00:00,208--6--20,6083
30550,8858,13428,4,2016-08-03 00:00:00,208--6--20,6083
30798,10826,13434,4,2016-08-03 00:00:00,208--6--20,6083
28856,26892,13434,4,2016-08-03 00:00:00,208--6--20,6083
18378,26424,13434,4,2016-08-03 00:00:00,208--6--20,6083
24247,30355,13434,4,2016-08-03 00:00:00,208--6--20,6083
36059,43604,13434,4,2016-08-03 00:00:00,208--6--20,6083
24721,22448,13434,4,2016-08-03 00:00:00,208--6--20,6083
37210,10051,13434,4,2016-08-03 00:00:00,208--6--20,6083
52238,40093,13299,4,2016-08-03 00:00:00,208--6--20,6083
54801,54802,13299,4,2016-08-03 00:00:00,208--6--20,6083
12594,13820,13299,5,2016-08-03 00:00:00,208--6--20,6083
11181,35225,13423,5,2016-08-03 00:00:00,208--6--20,6083
28924,30849,13423,5,2016-08-03 00:00:00,208--6--20,6083
10203,13804,13423,5,2016-08-03 00:00:00,208--6--20,6083
29270,29159,13425,4,2016-08-03 00:00:00,208--6--20,6083
18483,25934,13432,5,2016-08-03 00:00:00,208--6--20,6083
17356,18474,13432,5,2016-08-03 00:00:00,208--6--20,6083
18665,22704,13432,5,2016-08-03 00:00:00,208--6--20,6083
25863,26238,13432,5,2016-08-03 00:00:00,208--6--20,6083
29814,12936,13432,5,2016-08-03 00:00:00,208--6--20,6083
25927,13950,13432,5,2016-08-03 00:00:00,208--6--20,6083
30972,24248,13432,5,2016-08-03 00:00:00,208--6--20,6083
28885,41961,13432,5,2016-08-03 00:00:00,208--6--20,6083
46748,29054,13436,4,2016-08-03 00:00:00,208--6--20,6083
52003,54781,12831,4,2016-08-03 00:00:00,208--6--20,6083
54785,23235,12831,4,2016-08-03 00:00:00,208--6--20,6083
28087,7459,12831,5,2016-08-03 00:00:00,208--6--20,6083
54818,54817,13297,4,2016-08-03 00:00:00,208--6--20,6083
15975,51600,13297,4,2016-08-03 00:00:00,208--6--20,6083
20937,54784,12831,4,2016-08-03 00:00:00,208--6--20,6083
6627,6831,12831,5,2016-08-03 00:00:00,208--6--20,6083
54821,25150,13297,4,2016-08-03 00:00:00,208--6--20,6083
36805,15975,13297,9,2016-08-03 00:00:00,208--6--20,6083
7806,5837,12831,5,2016-08-03 00:00:00,208--6--20,6083
53963,50963,13297,4,2016-08-03 00:00:00,208--6--20,6083
34298,23147,13424,4,2016-08-03 00:00:00,208--6--20,6083
25365,54826,13424,4,2016-08-03 00:00:00,208--6--20,6083
12226,24291,13424,4,2016-08-03 00:00:00,208--6--20,6083
18748,36793,13424,4,2016-08-03 00:00:00,208--6--20,6083
12000,7245,13424,4,2016-08-03 00:00:00,208--6--20,6083
28267,24955,13424,4,2016-08-03 00:00:00,208--6--20,6083
29255,25919,13424,4,2016-08-03 00:00:00,208--6--20,6083
12662,12938,13424,4,2016-08-03 00:00:00,208--6--20,6083
17830,30944,13424,4,2016-08-03 00:00:00,208--6--20,6083
20846,29171,13424,4,2016-08-03 00:00:00,208--6--20,6083
23259,29800,13424,4,2016-08-03 00:00:00,208--6--20,6083
22437,25481,13426,4,2016-08-03 00:00:00,208--6--20,6083
26627,22068,13426,4,2016-08-03 00:00:00,208--6--20,6083
22798,20750,13426,4,2016-08-03 00:00:00,208--6--20,6083
18398,31726,13426,4,2016-08-03 00:00:00,208--6--20,6083
49406,33058,13426,4,2016-08-03 00:00:00,208--6--20,6083
20705,24756,13426,4,2016-08-03 00:00:00,208--6--20,6083
18480,33452,13426,4,2016-08-03 00:00:00,208--6--20,6083
31290,11575,13426,4,2016-08-03 00:00:00,208--6--20,6083
25536,30804,13426,4,2016-08-03 00:00:00,208--6--20,6083
13160,38897,13426,4,2016-08-03 00:00:00,208--6--20,6083
34652,35104,13426,4,2016-08-03 00:00:00,208--6--20,6083
34789,24877,13426,4,2016-08-03 00:00:00,208--6--20,6083
20807,26211,13436,4,2016-08-03 00:00:00,208--6--20,6083
21499,18612,13436,4,2016-08-03 00:00:00,208--6--20,6083
29672,24009,13423,5,2016-08-03 00:00:00,208--6--20,6083
13987,20133,13423,5,2016-08-03 00:00:00,208--6--20,6083
7826,29906,13423,5,2016-08-03 00:00:00,208--6--20,6083
24932,35130,13423,5,2016-08-03 00:00:00,208--6--20,6083
23816,30692,13423,5,2016-08-03 00:00:00,208--6--20,6083
23197,26602,13427,5,2016-08-03 00:00:00,208--6--20,6083
